policy_id;policy_tenure;age_of_car;age_of_policyholder;area_cluster;population_density;make;segment;model;fuel_type;max_torque;max_power;engine_type;airbags;is_esc;is_adjustable_steering;is_tpms;is_parking_sensors;is_parking_camera;rear_brakes_type;displacement;cylinder;transmission_type;gear_box;steering_type;turning_radius;length;width;height;gross_weight;is_front_fog_lights;is_rear_window_wiper;is_rear_window_washer;is_rear_window_defogger;is_brake_assist;is_power_door_locks;is_central_locking;is_power_steering;is_driver_seat_height_adjustable;is_day_night_rear_view_mirror;is_ecw;is_speed_alert;ncap_rating;is_claim
ID23271;1.03778911452333;0.08;0.480769230769231;C3;4076;4;B2;M5;Diesel;200Nm@3000rpm;88.77bhp@4000rpm;1.5 Turbocharged Revotorq;2;No;Yes;No;Yes;No;Drum;1497;4;Manual;5;Electric;5.0;3990;1755;1523;1490;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;5;1
ID50005;1.10216507941261;0.15;0.509615384615385;C2;27003;1;B1;M8;CNG;82.1Nm@3400rpm;55.92bhp@5300rpm;K10C;2;No;No;No;Yes;No;Drum;998;3;Manual;5;Power;4.7;3655;1620;1675;1340;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;2;0
ID50415;1.1666589629205;0.11;0.326923076923077;C12;34791;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID30336;0.560744937872158;0.04;0.490384615384615;C6;13051;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID16584;1.01875214444251;0.07;0.326923076923077;C14;7788;5;C1;M9;Diesel;200Nm@1750rpm;97.89bhp@3600rpm;i-DTEC;2;No;Yes;No;Yes;Yes;Drum;1498;4;Manual;5;Electric;4.9;3995;1695;1501;1051;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;4;0
ID23697;0.822914071201514;0.02;0.288461538461538;C3;4076;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID54548;1.17961797498936;0.06;0.605769230769231;C9;17804;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID35274;0.438711713571989;0.14;0.355769230769231;C14;7788;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID03831;0.86290350872443;0.01;0.384615384615385;C12;34791;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID24436;0.47811950209007;0.0;0.567307692307692;C3;4076;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID21531;0.024977377965244;0.01;0.298076923076923;C3;4076;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID07761;0.090582197091882;0.06;0.355769230769231;C7;6112;5;C1;M9;Diesel;200Nm@1750rpm;97.89bhp@3600rpm;i-DTEC;2;No;Yes;No;Yes;Yes;Drum;1498;4;Manual;5;Electric;4.9;3995;1695;1501;1051;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;4;0
ID58080;0.586078712785139;0.18;0.548076923076923;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID09915;0.098059140893438;0.02;0.461538461538462;C8;8794;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID39857;0.002749571040505;0.0;0.355769230769231;C7;6112;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID42794;1.0016198510734;0.02;0.461538461538462;C19;27742;1;B1;M8;CNG;82.1Nm@3400rpm;55.92bhp@5300rpm;K10C;2;No;No;No;Yes;No;Drum;998;3;Manual;5;Power;4.7;3655;1620;1675;1340;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;2;1
ID40204;0.089971843334203;0.01;0.596153846153846;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID58194;0.754111187999357;0.09;0.346153846153846;C5;34738;2;A;M3;Petrol;91Nm@4250rpm;67.06bhp@5500rpm;1.0 SCe;2;No;No;No;No;Yes;Drum;999;3;Automatic;5;Electric;5.0;3731;1579;1490;1155;No;No;No;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;2;0
ID17264;0.740306373694397;0.15;0.471153846153846;C2;27003;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;1
ID53528;1.20521023556176;0.04;0.451923076923077;C14;7788;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID55772;0.715189573972615;0.02;0.307692307692308;C5;34738;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID01147;0.381962730311553;0.11;0.355769230769231;C2;27003;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID07329;0.0929783825831;0.06;0.701923076923077;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID18971;0.385020667102049;0.01;0.519230769230769;C1;4990;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID13887;1.23898220380691;0.19;0.5;C14;7788;5;C1;M9;Diesel;200Nm@1750rpm;97.89bhp@3600rpm;i-DTEC;2;No;Yes;No;Yes;Yes;Drum;1498;4;Manual;5;Electric;4.9;3995;1695;1501;1051;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;4;0
ID10331;0.290528373161942;0.04;0.432692307692308;C8;8794;4;;M5;Diesel;200Nm@3000rpm;88.77bhp@4000rpm;1.5 Turbocharged Revotorq;2;No;Yes;No;Yes;No;Drum;1497;4;Manual;5;Electric;5.0;3990;1755;1523;1490;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;5;0
ID45112;1.04172426156697;0.03;0.355769230769231;C8;8794;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID40630;0.086632169889127;0.07;0.375;C5;34738;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID23440;1.01964485681285;0.12;0.471153846153846;C14;7788;1;Utility;M10;CNG;85Nm@3000rpm;61.68bhp@6000rpm;G12B;1;No;No;No;Yes;No;Drum;1196;4;Manual;5;Manual;4.5;3675;1475;1825;1510;No;No;No;No;No;No;No;No;No;No;No;Yes;0;0
ID09801;0.763692760191715;0.01;0.384615384615385;C3;4076;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID24167;1.17788192817559;0.12;0.778846153846154;C2;27003;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID42410;1.21601030309265;0.03;0.5;C14;7788;5;C1;M9;Diesel;200Nm@1750rpm;97.89bhp@3600rpm;i-DTEC;2;No;Yes;No;Yes;Yes;Drum;1498;4;Manual;5;Electric;4.9;3995;1695;1501;1051;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;4;1
ID10811;0.292723918651521;0.14;0.403846153846154;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID10252;0.676721370796619;0.04;0.653846153846154;C19;27742;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID52163;1.1534759299976;0.05;0.528846153846154;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;1
ID03495;0.02285971030802;0.01;0.451923076923077;C2;27003;1;C1;M2;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K12N Dualjet;2;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.8;3995;1735;1515;1335;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID11886;1.22812376193191;0.14;0.509615384615385;C12;34791;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID40245;0.045128295671188;0.03;0.394230769230769;C2;27003;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID21806;0.098811699069573;0.01;0.461538461538462;C10;73430;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID07070;1.13371476361389;0.06;0.432692307692308;C2;27003;1;B2;M7;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K Series Engine;6;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.85;3990;1745;1500;1410;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;0;0
ID11137;0.496939213079895;0.11;0.336538461538461;C2;27003;1;Utility;M10;CNG;85Nm@3000rpm;61.68bhp@6000rpm;G12B;1;No;No;No;Yes;No;Drum;1196;4;Manual;5;Manual;4.5;3675;1475;1825;1510;No;No;No;No;No;No;No;No;No;No;No;Yes;0;1
ID19056;0.08147075154316;0.18;0.576923076923077;C5;34738;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID02437;0.487959995457186;0.08;0.451923076923077;C5;34738;4;B2;M5;Diesel;200Nm@3000rpm;88.77bhp@4000rpm;1.5 Turbocharged Revotorq;2;No;Yes;No;Yes;No;Drum;1497;4;Manual;5;Electric;5.0;3990;1755;1523;1490;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;5;0
ID19582;0.523724131602525;0.01;0.596153846153846;C7;6112;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID33088;1.19227967469804;0.03;0.682692307692308;C8;8794;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;1
ID36431;0.502209109559896;0.16;0.413461538461538;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID44548;0.254858479129585;0.1;0.5;C5;34738;2;A;M3;Petrol;91Nm@4250rpm;67.06bhp@5500rpm;1.0 SCe;2;No;No;No;No;Yes;Drum;999;3;Automatic;5;Electric;5.0;3731;1579;1490;1155;No;No;No;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;2;0
ID08952;0.574232435402274;0.04;0.423076923076923;C8;8794;1;B1;M8;CNG;82.1Nm@3400rpm;55.92bhp@5300rpm;K10C;2;No;No;No;Yes;No;Drum;998;3;Manual;5;Power;4.7;3655;1620;1675;1340;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;2;0
ID53121;0.310559884162922;0.07;0.403846153846154;C13;5410;1;B2;M7;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K Series Engine;6;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.85;3990;1745;1500;1410;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;0;0
ID42051;1.04825428177349;0.03;0.5;C8;8794;1;B2;M7;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K Series Engine;6;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.85;3990;1745;1500;1410;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;0;0
ID19042;1.15187975819881;1.0;0.548076923076923;C3;4076;1;Utility;M10;CNG;85Nm@3000rpm;61.68bhp@6000rpm;G12B;1;No;No;No;Yes;No;Drum;1196;4;Manual;5;Manual;4.5;3675;1475;1825;1510;No;No;No;No;No;No;No;No;No;No;No;Yes;0;0
ID36284;0.10697751428349;0.01;0.557692307692308;C10;73430;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID48450;0.566702752057696;0.0;0.634615384615385;C8;8794;5;C1;M9;Diesel;200Nm@1750rpm;97.89bhp@3600rpm;i-DTEC;2;No;Yes;No;Yes;Yes;Drum;1498;4;Manual;5;Electric;4.9;3995;1695;1501;1051;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;4;0
ID57861;1.11459642950134;0.06;0.769230769230769;C5;34738;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID52959;1.06857630942011;0.05;0.288461538461538;C14;7788;1;C1;M2;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K12N Dualjet;2;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.8;3995;1735;1515;1335;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID07246;0.653642981031355;0.02;0.528846153846154;C3;4076;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID05445;1.03617550532539;0.09;0.423076923076923;C13;5410;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID31205;0.09529446894706;0.09;0.605769230769231;C13;5410;4;B2;M5;Diesel;200Nm@3000rpm;88.77bhp@4000rpm;1.5 Turbocharged Revotorq;2;No;Yes;No;Yes;No;Drum;1497;4;Manual;5;Electric;5.0;3990;1755;1523;1490;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;5;0
ID33835;0.869234464118075;0.15;0.490384615384615;C2;27003;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID05304;0.275326032442634;0.15;0.307692307692308;C5;34738;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID32860;0.691763100945522;0.07;0.451923076923077;C8;8794;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;1
ID01538;1.04222730151989;0.05;0.673076923076923;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID48785;0.272593743749758;0.06;0.480769230769231;C18;35036;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID11061;0.486552935245567;0.0;0.509615384615385;C5;34738;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID46984;1.02909048751441;0.16;0.394230769230769;C14;7788;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID28164;0.830721137465868;0.01;0.557692307692308;C2;27003;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID16618;0.413104236572088;0.03;0.596153846153846;C12;34791;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID22925;0.535002316961067;0.12;0.442307692307692;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID23147;0.249959136221896;0.04;0.557692307692308;C1;4990;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID29167;1.23641910468855;0.12;0.403846153846154;C11;6108;1;B2;M7;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;1.2 L K Series Engine;6;Yes;Yes;No;Yes;Yes;Drum;1197;4;Automatic;5;Electric;4.85;3990;1745;1500;1410;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;0;0
ID25592;0.847262339104099;0.05;0.519230769230769;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID12537;1.20636445655864;0.15;0.336538461538461;C8;8794;1;B2;M6;Petrol;113Nm@4400rpm;88.50bhp@6000rpm;K Series Dual jet;2;No;Yes;No;Yes;No;Drum;1197;4;Manual;5;Electric;4.8;3845;1735;1530;1335;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;0
ID43940;1.0789548742742;0.03;0.413461538461538;C19;27742;5;C1;M9;Diesel;200Nm@1750rpm;97.89bhp@3600rpm;i-DTEC;2;No;Yes;No;Yes;Yes;Drum;1498;4;Manual;5;Electric;4.9;3995;1695;1501;1051;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;4;0
ID27417;1.24509546025559;0.11;0.298076923076923;C13;5410;2;A;M3;Petrol;91Nm@4250rpm;67.06bhp@5500rpm;1.0 SCe;2;No;No;No;No;Yes;Drum;999;3;Automatic;5;Electric;5.0;3731;1579;1490;1155;No;No;No;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;2;0
ID42963;1.23047078004253;0.03;0.394230769230769;C13;5410;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
ID49742;0.597344076349458;0.0;0.461538461538462;C11;6108;1;A;M1;CNG;60Nm@3500rpm;40.36bhp@6000rpm;F8D Petrol Engine;2;No;No;No;Yes;No;Drum;796;3;Manual;5;Power;4.6;3445;1515;1475;1185;No;No;No;No;No;No;No;Yes;No;No;No;Yes;0;0
ID05864;0.933646465347778;0.01;0.538461538461538;C13;5410;4;B2;M5;Diesel;200Nm@3000rpm;88.77bhp@4000rpm;1.5 Turbocharged Revotorq;2;No;Yes;No;Yes;No;Drum;1497;4;Manual;5;Electric;5.0;3990;1755;1523;1490;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;5;0
ID09034;0.809223936695713;0.05;0.355769230769231;C11;6108;1;Utility;M10;CNG;85Nm@3000rpm;61.68bhp@6000rpm;G12B;1;No;No;No;Yes;No;Drum;1196;4;Manual;5;Manual;4.5;3675;1475;1825;1510;No;No;No;No;No;No;No;No;No;No;No;Yes;0;0
ID20211;0.325355657318424;0.01;0.375;C5;34738;1;Utility;M10;CNG;85Nm@3000rpm;61.68bhp@6000rpm;G12B;1;No;No;No;Yes;No;Drum;1196;4;Manual;5;Manual;4.5;3675;1475;1825;1510;No;No;No;No;No;No;No;No;No;No;No;Yes;0;0
ID10720;1.22627661922621;0.3;0.490384615384615;C8;8794;3;C2;M4;Diesel;250Nm@2750rpm;113.45bhp@4000rpm;1.5 L U2 CRDi;6;Yes;Yes;Yes;Yes;Yes;Disc;1493;4;Automatic;6;Power;5.2;4300;1790;1635;1720;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;3;0
